domain,is_dga
images-saver.com,0
itzyritzy.com,0
fbelu9vuoegtz91oe2uvqqm.ru,1
azofreeware.com,0
central-admin.net,0
fg-domino.com,0
manders.ru,0
cyberhunter.nl,0
nc-c9kbfsvqgx3.ru,0
bmtx.com,0
frankcasino-9luck.ru,0
alt2.top,0
georgekniest.nl,0
free-browsers.ru,0
csatmt3o.it,0
t8eo4gv-ghv9br2db6xqm.ru,1
tsmxtlsej2.ru,1
liizoexuedyqljfn1xjb.ru,1
kopibujang.online,0
rltgiact.ru,0
atdscsm.ru,0
bpu1gkkgmdh.ru,1
1win-pro5988.ru,0
carmonasappliances.com,0
kvinto55.ru,0
lpkhkxj.ru,1
petxxngt.ru,1
dbupurzfm3u6p.ru,1
veevanitro.com,0
imagemakerpro.ru,0
email-expert.ru,0
grdmah.ru,1
zakajite-vozmi-prava-online.ru,0
cogikwswbedyr3ub.ru,1
h5qf0jhyh.ru,1
csx9nvvyb.ru,1
trajectore.com,0
nxt.ru,0
asergo.com,1
ul-stroydvor.ru,0
denzaido.com,0
ifhrq.ru,1
prostoporno.fun,0
yk.ru,1
yosvr4vwh-.com.br,0
legzocasino-official56.ru,0
casino-champion.autos,0
spravedlivo.ru,0
ch8tebm6iw0z1l.io,1
kurl.ru,0
vesti-k.ru,0
levpraha.ru,0
s39m97z5.ru,0
vavada684.ru,0
bmbgf6yvm.org,1
vozmic3h.ru,1
realizedev-test.com,0
snap.app,0
mvm-informatika.hu,0
stihl.co.uk,0
x4n-1ylumx9tx-idb7l2x.ru,0
yulso83xpo9f-wxi63w.ru,1
ubteam.ie,0
ym8xh164tll7.ru,1
d653n1fy.io,0
kdaduzblowxl.com,1
nedvizhimost93.ru,0
zfqq5vzovcmahxlxkbqiges7t7.ru,1
2performant.com,0
omron-cxone.com,0
psjy6iuy5cusvpxn-ns.com.au,1
ktbwn7sg.com,1
maxdominios.com,0
zdv5klmsol.com,1
dyson.ru,0
standart-n.ru,0
homechart.ru,0
legzocasino-official129.ru,0
royalvio.ru,0
eypz4qb37kmhhjxa.ru,1
1win-official12.ru,0
gpqxhcqgjox.eu,1
rvltukvhoau.com,1
c9ix4jf0ak.com,1
infozuby.ru,0
admiralxslot-kazino.ru,0
unfzwrcq1k9au.ru,1
roxcasino1479.com,0
mnsn6crcuz.best,1
nahtizi.ru,0
futemax.ws,0
win-off.ru,0
ysssgis.com,0
metalgorstal.ru,0
jj7bgbsts.com,1
didns.ru,0
zgsf5gho0bjvh3v.ru,1
gobreeze.com,0
sb4ehd2kvu2.ru,1
legzocasino-expert.ru,0
kashirka47.ru,0
riobetzerkalo1.ru,0
sm6w83h.fr,0
isfxokhafmoquhnjbm.com,1
beei.ru,0
i0ctnb2d5lu05cdqt.ru,1
yjxh2m4.ru,1
freshcasino-cl4.ru,0
zwkb.ru,1
myhouse32.ru,0
timberlandbank.com,0
latina-press.com,0
med-spirt96.ru,0
g128wh-4x.ru,0
kabmetodist.ru,0
a75g.com,0
u3ves2scnrgm.ru,1
gelvt9gef.tv,1
yrgwvgwmr.co.uk,1
top10a.ru,0
moneyvox.fr,0
amateurdoporn.com,0
ysh2xtm.co.uk,0
q5g699y.com,0
be9-sb7zy8r6.ru,0
ushl4nxnlhfs.ru,1
yuauuwu7ee1x8rxmle.online,1
hgknrdqfselas.ru,1
akf12klr.ru,0
fion.ru,0
hidden247.com,0
yxgojb79cx.com.br,1
lumen.ca,0
jukeboxy.com,0
bwcdf.ru,1
alzqkhnbo2u5.us,1
gne9agthu7p.com,0
dwtnm.ru,1
vv-ynzkhy.at,1
registerpokerdom-9727.ru,0
1xbets1xbet.ru,0
beeusvnaeh.ru,0
tc-bus.ru,0
pxfi3cu2.com,1
viqecisdynm.ru,1
a0znurftkx5.ru,1
vc-bkupugcnq.ru,0
kmt-stanki.ru,0
freegeoip.live,0
nav7dzohcm.com,0
kugmp195i0j7zzr7.ru,1
nationalebierbank.nl,0
vwpmfkecbqtfpnhdizod.net,1
vf09z0mbt98usso5d2gaaro.ru,1
megacritic.ru,0
kvaclub.ru,0
deepcore.dev,0
dmc51.ru,0
digimarc.net,0
zyeybve1fk.ru,1
wexer.com,0
valken.org,0
zv10-o.de,0
finmark.com,0
student2.ru,0
syfabiao.com,0
apps-hdfclife.com,0
vazirgo.ru,1
wwcjohm.ru,1
elettrovideo.it,0
mphotels.ru,0
ysiyaxdt2.ru,1
niceboys.site,0
touch-line.com,0
h-rwiznt.ru,0
penetratefaithful.com,1
playfortuna-ww.ru,0
legzocasino-kgn.ru,0
u3cow2zyf7mdy--.ru,0
moscow-megapolis.ru,0
a-ioldv8i.edu,0
megapokaz.ru,0
kxyzbt1vv.ru,1
vavada-q5.ru,0
verykuai.com,0
levsha174.ru,0
cuhgjcf3ybdafx.ru,1
z1jnnicjyfn6pcx909h-vjhoknh.com,1
vvbwh4wgnyu.ru,1
s2zgz3.org,0
vulcan-24.net.ru,0
vil7mki.ru,0
registraciya-v-kazino.ru,0
qqvmcl1ksjvhyg5qw-i2.it,1
fksyt1ntf3arcpzr4x.it,1
sjiyc-e5gaesegovpeo.ru,0
ozfgt41ibi.com,0
fyi7vtcg7w4ey-n7hgl9.ru,1
testground.me,0
f4khxvhthjya0.xyz,1
championslotz.ru,0
qfgygufslwa4880.network,1
wsmmchcwqzjvdt.ru,1
geo70gqa9h1.ru,1
lash.ru,0
jwncy.ru,0
1xbet8055-city.ru,0
isplicense.ru,0
nikecdn.com,0
uwemdxfs0vralpsjrtvfac9ryjdag.ru,1
propiska-gorod.ru,0
yaxyapobv--naeq0.org,0
szmf9vvd.ru,0
mymjnuzv7jsulq.ru,1
munsonhealthcare.org,0
cqr.com.ar,0
swvdnul-euap2ll9.ru,0
autoopt.ru,0
tema-agriculture-terroirs.fr,0
kinogohd.pro,0
zpymgsehfe9vu0n-v17hfnm8.ru,1
azart-play.su,0
ljvsvr.ru,1
n-n8oyta89.ru,0
g0y9n98fdtfdx2ixrujjcoo.ru,1
lknasjc.com.ar,0
in-poker.ru,0
zcpxybd.ru,1
cafemicrobe.ru,0
viiip-pasport.com,1
vnnsports.net,0
propiska-site.ru,0
mth2sssaho.ru,0
toppowerhouse.com,0
jzdyzyjrzsk.com,1
gtj93ic1in3xc1.ru,1
blilzfoek4.ru,0
mybbsi.com,0
dreamwhite.ru,0
zreliy.ru,0
pbdiy7qd.com,1
h0m3tlmu8pmmqj-7.com,1
pu3bgh4k.dk,1
fdpp.com,0
xrtosvqps8i.ru,1
wqbntnev0x-w8s.ru,0
xyv5btju.ru,1
playfortuna-207.ru,0
ov7k6qyj.ru,1
k4giaaffcbd.ru,1
vx7eol1o7.net,1
champion-casino.ru,0
atomgameteam.com,0
k0iv8yp.ru,1
tbaewl2ppg.ru,0
wyg0w9v0qgh4.ru,1
vxs-g8hqc.ru,0
n8yg-zn0.com,0
payju.ir,0
alkomig66-201.ru,0
hzmjtzv7vibuvwim0g.ru,1
roscosmos.ru,0
fki1cuitxt9t.ru,1
vxveped.ru,0
breakingnewsalerts.com,0
tn-pktj83-sg.com,0
pgp-jl9.ru,0
pornlife.ru,0
sbj.net,0
dgkfghkjg5.space,1
hosting.nl,0
oxpirng.it,0
20-coronavirus-20.com,0
datanetconnect.com,0
zgeyintkvv.fr,1
vulcanappswin.ru,0
dllu.tv,0
transas.ru,0
crf2-fa92qo.com,0
nationalwholesalesupply.com,1
vulkanxslots.ru,0
fcdxf1vkqb.ru,1
giocodellotto-online.it,0
napoleon-catering.ru,0
ubqofqxgpqei.ru,1
zc6fq.ru,0
jsonlint.com,0
oeeoj9aik.com,1
g5sj2y.ru,0
rytetk.ru,0
champion7.ru,0
t1x8n.ru,0
xx8dvr6ffaz.ru,1
aelmxle-.com,0
carkeep.ru,0
ugnetwork.net,1
1xbet-let1.ru,0
vavada-446.ru,0
hi.de,0
ysvmauflc1yari.site,1
iznn1.ru,0
pfldkvjufnt.xyz,1
wxm9lw72i.cricket,1
kupi-tehosmotr.ru,0
bschool2.ru,0
stosa-shop.ru,0
ll7vt2uzoozzoqvi.com,1
ji56.ru,0
park-ostrovskogo.ru,0
j9xfwjtgj9v.com,1
kh3gzofvexh5tuc.com,1
gctkqpfyqd.ru,1
starda-casino-lankor2.top,0
mmc-un.ru,0
eeeguide.com,0
alphagamex.com,0
billmelater.com,0
t36dh.ru,0
jbjgibqqzpyvm.ru,1
xxy1vj.com,1
refpaxnwjp.top,1
rmln1qp-yt4e2.ru,0
7joy.ru,0
mcgraver.ru,0
laughinglizards.com,0
uygdj-wvpai6kk1t.ru,1
ramsaydiagnostics.ru,0
master-instrument.ru,0
vulcanapp-slot.ru,0
joycasino-mfth.ru,0
super-slotcasino.ru,0
vsesmi.ru,0
medgis.ru,0
vlz119.ru,0
dz4hewdz.co,0
xswf85mzt2.com,1
m3gx1q.com,0
takyygi.ru,0
azinovhod777.ru,0
nhfgij.ru,0
xpoh90tibvu61hkiizeekcvkj.com,1
ah3jllnitiwn.xyz,1
dfjulvy.online,1
zp14o-8.ru,0
vkl8g4uoiw.ru,1
enqgl-wn.xyz,0
ipaezgcso.vn,1
pornovideo24.fans,0
alkodostavka83.ru,0
pinup-ru-14.ru,0
emimp.net,0
pinup-ru-02.ru,0
kenall.jp,0
vyscap8-bcef0rlj29.ru,0
i5v1ht3.ru,0
findnemo.net,0
k9r2p.org,0
ps-link.ru,0
d9q6meww.ru,1
stsz6bpgvk.xyz,1
s9viq-.ru,0
ksn-hec.ru,0
m60.ru,0
xvideosdownload.net,0
a-comics.ru,0
vvyllcan.com,1
kpfr.club,0
educom.ru,0
ubxhpp.com,1
tipsyli0ecio0nwf.ru,1
haggar.com,0
sgix5vj.live,0
pngydvofvsidp.com,1
yce1trh7330.ru,0
bestkcagents.com,0
4syte.ru,0
driverfast.ru,0
mdxtkp-k.com,0
protecor.ru,0
lfx7r7u-0aw.ru,0
kpatfstk-9kqhgjbb-xj.ru,0
admiral-x1564.ru,0
mpbo61k9x2x9-.ru,0
dj9-y-puain.com,0
vejb.ai,0
lackxscn.ru,1
iphone-best.ru,0
wgf4y0wc6.org.uk,1
szonline.net,0
hfhx7gzc6j.com,1
eczktx.ru,1
unlimcasino.ru,0
jaccuri.com,0
rrsda-ie.id,0
pee6k-g0tffq.ru,0
ifakl.ru,0
dermage.com.br,0
casino-gold-cup.ru,0
n4323szlu3d9.ch,0
ruslan-cherkes.ru,0
searchfst.com,0
cedsdigital.it,0
o84tf0.ru,0
g41rpjcfhqhn5x9.ru,1
defcon.org,0
rehaboptima.com,0
hlo8.eu,0
eamfvld.ru,1
oos.ru,0
edqci2vmb.com,1
dvzflbagk.ru,1
crelcom.ru,0
best-money-birds.biz,0
solcasino-on.top,0
intellect-ric.ru,0
qynrzefyqx7n78xmnmuxpkkhm4.ru,1
jfpmfeu2.co.uk,1
bvchfpxen.ru,1
duicbwnxiq.net,1
antonov-co.ru,0
fsq9ipc4xdbwtr1f.com,1
sykaaa-casino4.ru,0
bremen.net.br,0
malighting.de,0
vujpfm4mf2ypw.ru,1
azhuizai.ru,0
b22dx-a-8p.com,0
abcerzt.blog,0
djplomw-86.ru,0
feron.ru,0
menspassion.ru,0
gyixt9.rest,0
pravdnr.ru,0
domeit.ru,0
1win-casino110.ru,0
erz7tf6cvw.to,1
alga-gk.ru,0
comlicense.co.kr,0
mip3o9.one,0
fant-shop.ru,0
vulcan-casinoslots.ru,1
kino-novinki24.ru,0
orayimg.com,0
pin-up1-casino-2023.ru,0
z19.ch,0
cvpk2sv1.org,1
noplaysinfo.ru,0
qmllmi4zs.ru,1
zyl4kvo5zc.ru,1
oko-kino.ru,0
r58vdkx0.ru,0
appybee.nl,0
fhsntwu4atr.ru,1
policl3.ru,0
y-h406.com,0
jhmkbu.ru,1
lululemonyogaoutletca.com,0
t4weuqida9.ru,0
mts-nn.ru,0
dxsbflggrv.nl,1
pokerdom77bf.ru,0
gepanet-24.com,0
joykazino.net.ru,0
ylxnoxzv7ehtu.com,1
u3d.cn,0
ww21bkp2j4xpnf.ru,1
higt0bhhik.com,0
sklqiwzpnkqc.com,1
pubggo.ru,0
myf68.ru,0
glf5iwek.net,1
chz.edu,0
uajfxs.ru,1
wenger-ru.ru,0
toy69.ru,0
a62hoc.io,0
zr.ru,1
sexorostov.ru,0
yx-6v-sh4.ru,0
iyo1wbfzop20.com,1
vavada-kasino-official.xyz,0
lkswx2vtnnxlb.com,1
ndszsjy6g.de,1
guiahospedagem.com,0
udzixnzpwj.com,1
sidvixigy1.com,1
e3g997h.com,0
movtime94.shop,0
riscgcnszp.ru,1
hardvision.ru,0
melbet-lk.ru,0
zoral.net,0
ygeybocmi.ru,1
propostuplenie.ru,0
tehosmotrspbru.ru,0
hqf1cq.ru,0
snyatprostitutku.org,0
kdapibncjx.com,1
jprwzulpz3cuhucvyw.ru,1
ggnedgm.net,1
irzmedforum.ru,0
licenseaccelerator.ru,0
tyr88.ru,0
ivsa7bh.ru,0
mindfulnessoxfordshire.com,0
k56v102z4u.si,1
hnn9xowvsfx0sm4y.ru,1
intovteh.ru,0
xowafmuu.ru,1
gzbtnwt4n0cwex.com,1
oatmonmmrtngoea.ru,1
tiuu.ru,0
vulkanapp-slot.ru,0
hescor.com,0
bancofalabella.com.co,0
russmo.ru,0
pajkdc.com,1
gigtest.ru,0
vulcancasino-777online.click,0
vjppoakaeqthogauhbdgyymt.ru,1
m9ith50pp0hmp.ru,1
booi-casino28.ru,0
cx.ru,0
kromannreumert.com,0
lqtcoed1rb8.com,1
bashprok.ru,0
bsowdj.ru,1
ck-smit.ru,0
zyd.cn,0
qseflf.com,1
luckycraft.nl,0
sn2br3k-.ru,0
casinosvavada77wx.ru,0
rpfeu-jcr5598k.ru,0
gx2rnvw3.ru,1
rwttqd-zrn.ru,0
sportino.pt,0
casino-ego.ru,0
flashcode.com,0
okmp3.ru,0
eddbwlod99gfpvutk6k0ittapirbd3jese.ru,1
freehomepage.com,0
marishadeboshir.ru,0
leon-zerkalo91.ru,0
nayl3nc.ru,0
naszosie.pl,0
sbzrarmbd.de,0
vulkan-deluxe24.club,0
vrakurse.ru,0
superlenny.com,0
exdex.ru,0
nkm0tlq0mjhl.ru,1
tedrcslud.com,0
flzwg3v6lfm.com,1
doulaikan222.com,0
thermosmart.nl,0
rastbin.sbs,0
np.io,0
fjpvfohkz.ru,1
bloknot-volgodonsk.ru,0
4u-solution.com,0
ww6kj0j.cn,0
dmalaga.com,0
skn0cinz.ru,0
mu121.com,0
xghyjvhfis8wy88v9mj.de,1
shopcore.ru,0
tyvsygkj.space,1
nasdaqmomentumpicks.com,1
orcsoft.jp,0
bu7cwj5vj.online,1
joywin.ru,0
qysgh76jcqh3qwl.com,1
h9k7qn6tvtd.com,1
cryptostake.ru,0
xrcgmzbhhgif7aivkwsnq.ru,1
pathkindlabs.com,0
b-o0fk.com,0
av4gzp.com,1
p3yyvar.com,0
account-market.ru,0
ransea.com,0
trudmore.ru,0
dw22cd8.ru,0
admiralxcasino-bnb.ru,0
luckyeldoz.xyz,0
ohyobwzabgkpe1y5d.ru,1
msasecurity.net,0
spotsniper.ru,1
orbuvxr.ru,1
eymj7segtlmijnzypp.ru,1
vrjlm2l-6hltm1fw.ru,0
selector-kazino.ru,0
dlios.cc,0
vtb2gl.ru,0
v6bdcz9wf.ru,1
nirwana-88.com,0
frtlchxz.ru,1
iqzjbqbukmj.ru,1
iiwfdv2a9.com,1
lyemjs.ru,0
daddycasino3d.ru,0
restavratsija-vann.ru,0
intim-obninsk.ru,0
godzillo.link,0
kzone.info,0
rablr.co.jp,0
rnhtodqjbjfu6ebohrcw7rok.com,1
jqaqk.ru,1
xyz-ys5o.ru,0
oelb94jo.ru,0
fghu0r9y.fr,1
admiralx-ypod.buzz,0
atqmrkq4kojkxuwv6.de,1
my-pv.live,0
hxlt7u.net,0
kjhgali9xtq.monster,1
hkqrpher.com,1
bitstars125.ru,0
vadqs6.com,1
citrapay.com,0
rtrmm.ru,0
1webxd.xyz,0
49school.ru,0
ozbdjkkso4ce.com,1
casino-otzyvy.ru,0
dlcwolyn-vyu.ru,0
fd6qxe3ghullae.ru,1
moemaka.com,0
airmaestro.com.au,0
xruvjegdvcvhgi.ru,1
sg9z.ru,0
hwxgame.com,1
melbet-life15.club,0
avtozvuk-info.ru,0
nka8ihxg.ru,1
leonbets-f46k.biz,0
nhxu13l-gr3.gov.pl,0
q9a9k8gltwky.ru,1
kinoma.ru,0
edebwginzcnw.net,1
ajlww4qcjwhnbrjvkormifqvx.ru,1
play-fortuna24.com.ru,0
ivtracker.ru,0
sparvinduer.dk,0
lt352fdco.cl,0
besekik2ollzsd1.ru,1
rq-hfy3yzx9zrtvuu0s0a7.ru,1
ipweb.ru,0
g9gepl53y.ru,0
danjr81ztzd.ru,1
qthjbtpft4iysbp.ru,1
pe9rc8mb5.shop,0
c1-6gg2zl01.top,0
sexrzn.guru,1
dbpl8ii0qbpcw1y3.ru,1
bduhpvc.online,1
vulkanmillion.ru,0
ldvautomotive.com.au,0
jyslm4yxgn220ke-kl3qen.ru,1
fua5rfg63phj04.ru,1
chzfxiainxpmls-mzvrkix.com,1
casinos19.ru,0
pxgqtwury.sbs,1
oixxlgg.jp,1
daisyknit.ru,0
cargo21vek.ru,0
mbbgask.xyz,0
alpha-pvp24.ru,0
wv7dqleonw.ru,1
mizzbi5hcyv8wh4uec-.ru,1
mdwb8zdyesu.in,1
aeyehqofmdh.ru,1
mixrolik.ru,0
ypwmoqyaydlidgrh.ru,1
nrtllc.com,0
grossman-gr.ru,0
profilecity.ru,0
alexandercollege.ca,0
ckff9asd4qpypu9f.ru,1
xinnetdns.com,0
zpscwkdva.ru,1
readfreecomics.com,0
accoes.com,0
hzgdrymx3x.com,1
vals8m2n.com,0
sirena-travel.ru,0
nissan.biz,0
xra7b57g.run,0
thecookaway.com,0
spinbetter22.ru,0
geevers.eu,0
arriswifi.net,0
wrwezde7-ddsfs9f.ru,0
azino-slotsbest.ru,0
dwr8ivob.ru,1
thesudburystar.com,0
f8dmsk4q.com,1
xwbyovy8umvkhjrz.ru,1
nefbcdntstian.ru,1
maxis.com.my,0
ajxh.me,1
cadh-wnws6ouj.ru,0
v3sks-vcxcdn7yfit.com,1
ur4gpysbnlblyj.cyou,1
dzu5rp6s790q3twry2t.ru,1
playfortuna1810.ru,0
admiral-x-1000-admrl.ru,0
ooihp1j.com,0
zgc.io,0
n-5iqri27clw3l9.ru,0
maximizator.com.ru,0
yourgoodidea.ru,0
fd761367keefcntqn.ru,1
playwin-pinup398.ru,0
o8q1fr6.com,0
yzizy0v.ru,1
ss5fphv-.ru,0
ddxbro.ru,1
wbckfm.com,1
deck.gl,0
casinopulse.club,0
turkstar.in,0
factoryshoe.ca,0
wfduqdhfjury.ru,1
hscd47aaq3v.ru,1
ngkj0iv--.net,0
agora.co.il,0
fy2qoiet.org,0
moneypantry.com,0
ssj07qlnohi.ru,1
azelik.ru,0
yeen8k1asf.fi,0
anekrasov-mae.ru,0
seeddbaza.one,0
freshcasinocas9.top,0
oc-j2x.ru,0
ye3a0xa.com,1
sjqktet.ru,1
tgig8v5bt.ru,1
ohtqjncrkmvld0.com,1
hdgn.ru,0
vantechddns.com,0
openweaver.com,0
100sp.ru,0
onlycam.ru,0
ljmzzqlfu.ru,1
roxcasinofire01.ru,0
gadgets-land.ru,0
upa6op5zn.com,1
fresh-casino-koscrb1.ru,0
grozdova.ru,0
pinupwinslotscasino.ru,0
finton.ru,0
xoh0ssmyq.ru,1
ybyy4abr6xm9ojuc.ru,1
acurless.dev,0
rs8sports.site,0
r2qs8sq.ru,0
alpariltd.com,0
texosmotronline-24.ru,0
lbeofbsw.org,1
pokerdom852-plus.ru,0
kayaposoft.com,0
pokerdom-cay2.top,0
gqqba2-iqr.ru,1
kasino-apk.ru,0
legaltraining-prava-online.ru,0
zis.ru,0
yjcllotn-.com,0
i7515zfrr7bhrm9.com,1
rox-casino-807.ru,0
qzyn1z.com,0
gctqgwt.com,1
foto-polisprofi.ru,0
vrn.org.ru,0
belfan.ru,0
matrlx.org,0
z9kmvydufg.ru,1
kjobdbfslp.ru,1
vgq835p2.ru,0
esh-derevenskoe.ru,0
podolrab.ru,0
sv29y04.ru,0
oh2wel4koa.com,0
augustinum.de,0
synapse-studio.ru,0
iagq.es,0
bdwb5babk.ru,1
vypmj1rgwd-bt6a1.ru,0
vodi-doroga.ru,0
mrnsre.ru,0
intimspb.ru,0
selector195gg.ru,0
v7zhu93l8qwzp4.ru,1
daddycasino2f.ru,0
go-21.ru,0
reviewlab.ru,0
betwinnerbk-official.ru,0
gnive089rm7v.ru,1
vape-donbass.ru,0
fts.ru,0
freshkasino-prof10.ru,0
automaticwave.net,0
get-x.games,0
mcdypqu.com.br,1
pkiqzsziobcw5oxok.com,1
xxlist.top,0
oxhq.ru,0
dmizzp.com,0
go1.ru,0
admtmo.ru,0
1win-casino-officialsite.fun,0
ifxteam.com,1
pokerdomric.top,0
etm.ru,0
gosuslugi-reg.ru,0
spdkhdkl.com,1
tuer2xwyi.com,0
hzettgecsnz3oxsahvsxf.ru,1
vilkt.in,0
h4evbfj67p0549.com,1
bjj-a8bjtiqru.ru,0
pokerlistings.ru,0
grea9yad2.ru,0
prava-online-site.online,0
unomaha.edu,0
anwbx7.tech,0
pps.tv,0
rjcwjazguebfoxny.ru,1
udpr89nn8ek.com,0
sparkasse-fickmuehlen.de,0
kxyg11371.nl,0
eqqvq2uzi.ru,1
surtidor.com,0
lemoncraft.ru,0
dpv3keyn8yprk.ru,1
cjdccsejy.ru,1
xkessueppxp.nl,1
rox-class.ru,0
shudder.com,0
ingrampublisherservices.com,0
playprint.ru,0
r9au9t45-szo3s1y6y451u-pcf2nr.ru,0
flvhydzrx0uc.ca,1
cloudfabric.it,0
cat-casino15.ru,0
prochargexpert.ru,0
levcasino-reg1.buzz,0
nfwuiy6zm-3u.ru,0
fjsefsfhl9jwhe.com.au,1
tattoomethodpro.com,0
o9a8b4mro.com,0
lmc2goahilx.com,0
vpu1llcyhbehb-yyxfbkuhftmeltjaxbvsfcstjghwcs-hczvwfquhgs.ru,1
hgtv.com,0
ugm6tnzkgkfx.com,1
ntbotpvuip.ru,1
xuxilkhiqzs.com,1
mgpu.ru,0
factorysale2023outlet.ru,0
qh7grnqttf5utx.org,1
adsparc.com,0
rpsrus.ru,0
daju-spravku.ru,0
nkx7kxw9.ru,1
edydlplomsa.com,0
iroipk-sakha.ru,0
hfkjikrnn.ru,1
jetcasino-open3.fun,0
baniaisauna.ru,0
xshnmepx.ru,1
dewapoker.com,0
xegqmt.top,1
guardian43.ru,0
vp81uhpu63wfr.com,1
pidex.online,0
prochargonline.ru,0
grupoturbonet.com.br,0
micro-host.ru,0
otzyvy-vipkazino.ru,0
northerndynastysecuritiessettlement.com,1
voymkr.app,0
nlwdfsjvhs.online,1
mans-vulkan475.ru,0
adnetworks.top,0
pokerinrussia.ru,0
rmart.ru,0
vg8p-2p5ecxh7.com,0
eastwestinvest.ru,0
casinodrip-igrat.ru,0
alcolavca016.ru,0
nnwag7nj3x9uejm.club,1
x-film.ws,0
k8ioh.ru,0
redsgroup.ru,0
n5uepog.com,0
raiffeisen.ro,0
xj98uq7fc15dhp3.site,1
vivozmusora77.ru,0
apnibat.com,0
t93-3n40ow-smm.ru,0
coolclever.ru,0
jtb-ojes.men,0
vx6nsxgvmjirz.com,1
devolta.ru,0
t3pjnb.ru,0
apt-q3.com,0
teamspeak.org,0
atcoder.jp,0
w3zr.cz,0
h6y3fgpx.ru,1
yqihqgndle.ru,1
kasinoplayapps.ru,0
iwayvietnam.com,0
24ks.news,0
esclusivaperte.com,0
fedex.com.cn,0
z3g7fk.ru,0
fzhmx28z.ru,1
lhtq2y-1f.ru,0
kgwja9gf3n7rnyl6d2.ru,1
vse-prava-faq.ru,0
mrlyn4xz6.ru,1
avkwptpc.ru,1
uxmtbh0uej8dn.ru,1
pokyc3cmx2cptevcthz24pm.ru,1
pokerdomcashwin.ru,0
lcphw9.ru,0
qvlrs1s3bo.ru,1
flaktgroup.com,0
casinoroulette.ru,0
vupofma.ru,1
k3nfyc.io,0
ogmegaapp.com,1
nmehtzr60e6zcaf.com,1
v21dqkpe4vqlssz.pro,1
qfwp-h-9-4.ru,0
instabug.com,0
knownconnect.com,0
cgsm60s.com,0
airfucks.com,0
jmu-r.com,0
cupzgpsn5.com,1
fkoufoz.ru,1
z-3b.top,0
prava-onlinelegaltraining.ru,0
pifmhirlkwsbhx208whfe8o8utlvp2.ru,1
nijl9mvgwvnt.ru,1
ykpvgjsdju0e0iu-d8.shop,1
augustnews.ru,0
gg6gvoi4kv.ru,1
xhtho.ru,1
kocyoxz7.com,0
eummvjjjxura.top,1
1win8779-jackpot.ru,0
surok-shop.ru,0
fresh-casino-stbizmo.ru,0
pin-up-casino114.ru,0
mvokxk.ru,1
gjaqm4z-i3p.ru,0
rnqrabsuev.com.au,1
kri-vavada-eco.ru,0
newcu.ru,0
s-npdx9r383g.ru,0
admiralx-uso.ru,0
my-suba.ru,0
uvevm.org,0
sdgag0ny19bs.ru,0
t4bqwvnxbb.ru,1
twow-gamers.ru,0
volnacasino-go.buzz,0
ce0dg7wui.ru,1
fwhgjine.com,1
rospatent.gov.ru,0
sinister.ly,0
saronweb.it,0
v32ivibk.com.tr,1
wipielvou.ru,0
bhsp-bagjohunx.ru,0
wq2l5usnlfmqnf1dqq.com,1
bxclrca.ru,1
whls9k0jvl3gs6.com,1
qg06jfzq2glfekossty4.ru,1
yb.game,0
agzwdphp3tq.ru,1
dtd.co.kr,0
vxkakdjisikgam6.com,1
umq-rom-t.ru,0
c9r-qne3rbdo.com,0
eldorado37.ru,0
gcfors.ru,0
vdonlib.ru,0
mostbetglobal.ru,0
aekdtvl.ru,1
lordfilm3.zone,0
agc.ru,0
wgdz.com,0
casinox1212.ru,0
qbfin.ru,0
am6dhbahw.ru,1
z4k7t2mqj.la,1
w7bamyntmqje.ru,1
jarjad.ru,0
moadm.com.cn,0
17-casino-x-com.ru,0
luxal.ru,0
uwslkgxto2r0er.ru,1
nxyjqjt8w7.ru,1
cuthzywyzdtr6.ru,1
hxsyyil.com,1
vqukv3pk6i.xyz,1
kyly.com.br,0
ktoidin4oa.com,0
1win-casino153.ru,0
bbtf53.com,0
ertelecom.ru,0
d8ar1xerm2.ru,0
aaueuoti.ru,0
ymha-loev0dlv.ru,0
eekyymuxfhstwnen.ru,1
xgzov7.co,1
bsitvfr.ru,1
k9lbabbqgyim.ru,1
labeldictate.com,0
kenhtgok.com,1
kiindom0ats9dvj-yq9xt.com,1
hanafostv.com,0
pjdogbbc.com,1
hpw.ru,0
d68vpwlpf.ru,1
cegbdrd.ru,0
qcxxi-u.com,0
motcoyjdzb.com,1
etailpet.com,0
kqrmggdxnz.com,1
irx8ysru.com,0
lexos.com.br,0
vikimotors.ru,0
keepfatloss.world,0
cazino-jackpot-win.net.ru,0
bezdepakazik.ru,0
vazhno.ru,0
egambit.net,0
q0kfm7n5.ru,0
ovtn47s2wmqj2.ru,1
dm4gbds1k.ru,0
bceqazd.ru,1
digest-vsem-prava.ru,0
gyv-jt2x30u2.com,0
loft-hotel.ru,0
anv10.ru,0
sportspiracy.net,0
i16ce9.top,0
rywicdd.ru,1
rtb-adingenious.com,0
ieml.ru,0
pqgftu3su.ru,1
shevron23.ru,0
eyqcbty.ru,1
lenatara.ru,0
7k-casino-006.ru,0
nbmrc6pnr4f59.ru,1
xnxxcom.cam,0
fortunabk.ru,0
sogmdctnjwmqrm5.ru,1
avc4b9y2rbanlrm.com,1
dqpw8nu.si,1
reformagkh.ru,0
hu2rndky.ru,1
hyvhmkjcavqtw0k.ru,1
nbjx.ru,0
pojes5-oljvo.net,0
yczxjab.ru,1
sq.ru,0
